new_index,index,created_at,entry_id,temp,ph,ammonia
50350,62214,2023-08-20 01:05:06+00:00,62215,29.81,6.66,2.25E-05
50351,62215,2023-08-20 01:05:25+00:00,62216,29.81,6.67,2.30E-05
50352,62216,2023-08-20 01:05:45+00:00,62217,29.81,6.65,2.19E-05
50353,62217,2023-08-20 01:06:06+00:00,62218,29.81,6.59,1.91E-05
50354,62218,2023-08-20 01:06:22+00:00,62219,29.81,6.62,2.05E-05
50355,62219,2023-08-20 01:06:41+00:00,62220,29.81,6.68,2.35E-05
50356,62220,2023-08-20 01:07:01+00:00,62221,29.81,6.63,2.10E-05
50357,62221,2023-08-20 01:07:21+00:00,62222,29.81,6.67,2.30E-05
50358,62222,2023-08-20 01:07:41+00:00,62223,29.81,6.66,2.25E-05
50359,62223,2023-08-20 01:08:01+00:00,62224,29.87,6.66,2.23E-05
50360,62224,2023-08-20 01:08:21+00:00,62225,29.81,6.63,2.10E-05
50361,62225,2023-08-20 01:08:40+00:00,62226,29.81,6.65,2.19E-05
50362,62226,2023-08-20 01:09:00+00:00,62227,29.87,6.67,2.28E-05
50363,62227,2023-08-20 01:09:20+00:00,62228,29.81,6.67,2.30E-05
50364,62228,2023-08-20 01:09:39+00:00,62229,29.87,6.64,2.13E-05
50365,62229,2023-08-20 01:09:59+00:00,62230,29.87,6.63,2.08E-05
50366,62230,2023-08-20 01:10:19+00:00,62231,29.87,6.64,2.13E-05
50367,62231,2023-08-20 01:10:39+00:00,62232,29.87,6.69,2.39E-05
50368,62232,2023-08-20 01:10:59+00:00,62233,29.87,6.63,2.08E-05
50369,62233,2023-08-20 01:11:18+00:00,62234,29.87,6.63,2.08E-05
50370,62234,2023-08-20 01:11:38+00:00,62235,29.94,6.66,2.21E-05
50371,62235,2023-08-20 01:11:58+00:00,62236,29.87,6.68,2.34E-05
50372,62236,2023-08-20 01:12:19+00:00,62237,29.81,6.65,2.19E-05
50373,62237,2023-08-20 01:12:39+00:00,62238,29.87,6.66,2.23E-05
50374,62238,2023-08-20 01:12:58+00:00,62239,29.87,6.65,2.18E-05
50375,62239,2023-08-20 01:13:19+00:00,62240,29.87,6.67,2.28E-05
50376,62240,2023-08-20 01:13:39+00:00,62241,29.87,6.67,2.28E-05
50377,62241,2023-08-20 01:13:59+00:00,62242,29.87,6.65,2.18E-05
50378,62242,2023-08-20 01:14:19+00:00,62243,29.87,6.65,2.18E-05
50379,62243,2023-08-20 01:14:39+00:00,62244,29.87,6.67,2.28E-05
50380,62244,2023-08-20 01:14:58+00:00,62245,29.87,6.68,2.34E-05
50381,62245,2023-08-20 01:15:18+00:00,62246,29.87,6.68,2.34E-05
50382,62246,2023-08-20 01:15:38+00:00,62247,29.87,6.65,2.18E-05
50383,62247,2023-08-20 01:15:58+00:00,62248,29.87,6.68,2.34E-05
50384,62248,2023-08-20 01:16:19+00:00,62249,29.94,6.64,2.11E-05
50385,62249,2023-08-20 01:16:39+00:00,62250,29.87,6.68,2.34E-05
50386,62250,2023-08-20 01:16:58+00:00,62251,29.94,6.66,2.21E-05
50387,62251,2023-08-20 01:17:18+00:00,62252,29.94,6.67,2.27E-05
50388,62252,2023-08-20 01:17:38+00:00,62253,29.87,6.7,2.45E-05
50389,62253,2023-08-20 01:17:59+00:00,62254,29.94,6.64,2.11E-05
50390,62254,2023-08-20 01:18:19+00:00,62255,29.94,6.67,2.27E-05
50391,62255,2023-08-20 01:18:38+00:00,62256,29.94,6.68,2.32E-05
50392,62256,2023-08-20 01:18:58+00:00,62257,29.94,6.67,2.27E-05
50393,62257,2023-08-20 01:19:14+00:00,62258,30,6.66,2.20E-05
50394,62258,2023-08-20 01:19:34+00:00,62259,30,6.63,2.05E-05
50395,62259,2023-08-20 01:19:54+00:00,62260,29.94,6.63,2.07E-05
50396,62260,2023-08-20 01:20:14+00:00,62261,29.94,6.67,2.27E-05
50397,62261,2023-08-20 01:20:33+00:00,62262,30,6.68,2.30E-05
50398,62262,2023-08-20 01:20:53+00:00,62263,29.94,6.65,2.16E-05
50399,62263,2023-08-20 01:21:13+00:00,62264,30,6.68,2.30E-05
